"","Serial","Time","Username","Observer","Tree.ID","Date","Julian","Season","Species","Latitude","Longitude","Urbanization","Habitat","Shading","Circumference","LeafColor","LeafDropping","Fruit","LeafBud","LeafUnfurled","Flowering","Damage","Comments","UniqueID","LongLat"
"1519",1519,"04/17/2015 - 8:46am",NA,NA,NA,2015-04-17,107,"Spring",NA,44.61138,-75.169582,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",46,NA,NA,NA,"yes","yes","no",NA,"yes","-119.780962_NA__NA_44.61138_-75.169582_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_46",-119.780962
"1520",1520,"04/17/2015 - 8:47am",NA,NA,NA,2015-04-17,107,"Spring",NA,44.6114,-75.1696,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",48,NA,NA,NA,"no","no","no",NA,NA,"-119.781_NA__NA_44.6114_-75.1696_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_48",-119.781
"1521",1521,"04/17/2015 - 8:47am",NA,NA,NA,2015-04-17,107,"Spring",NA,44.61138,-75.169582,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",3.8,NA,NA,NA,"no","no","no",NA,"yes","-119.780962_NA__NA_44.61138_-75.169582_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_3.8",-119.780962
"1522",1522,"04/17/2015 - 8:48am",NA,NA,NA,2015-04-17,107,"Spring",NA,44.611399,-75.169526,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",24.5,NA,NA,NA,"no","no","no",NA,"several broken branches, overall yes","-119.780925_NA__NA_44.611399_-75.169526_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_24.5",-119.780925
"1523",1523,"04/17/2015 - 11:45am","Canton 13 SB JB",NA,NA,2015-04-17,107,"Spring",NA,44.611452,-75.169535,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",24,NA,NA,NA,"no","no","no","Canton 13 SB JB",NA,"-119.780987_NA__NA_44.611452_-75.169535_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_24",-119.780987
"1524",1524,"04/17/2015 - 11:46am","JR CR",NA,NA,2015-04-17,107,"Spring",NA,44.611465,-75.169554,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",20,NA,NA,NA,"no","no","no","JR CR","Yes","-119.781019_NA__NA_44.611465_-75.169554_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_20",-119.781019
"1525",1525,"04/17/2015 - 11:46am","GW ES",NA,NA,2015-04-17,107,"Spring",NA,44.611412,-75.169456,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",4.5,NA,NA,NA,"no","no","no","GW ES","Yes; One broken branch.","-119.780868_NA__NA_44.611412_-75.169456_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_4.5",-119.780868
"1526",1526,"04/17/2015 - 11:46am","canton18SLSJ",NA,NA,2015-04-17,107,"Spring",NA,44.611477,-75.169512,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",30.5,NA,NA,NA,"no","no","no","canton18SLSJ","yes","-119.780989_NA__NA_44.611477_-75.169512_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_30.5",-119.780989
"1527",1527,"04/17/2015 - 11:47am","NJ BJ",NA,NA,2015-04-17,107,"Spring",NA,44.611465,-75.169554,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",33,NA,NA,NA,"no","no","no","NJ BJ","yes","-119.781019_NA__NA_44.611465_-75.169554_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_33",-119.781019
"1528",1528,"04/17/2015 - 11:47am","riley keenan",NA,NA,2015-04-17,107,"Spring",NA,44.61146,-75.169603,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",18,NA,NA,NA,"no","no","no","riley keenan","yeah","-119.781063_NA__NA_44.61146_-75.169603_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_18",-119.781063
"1529",1529,"04/17/2015 - 11:47am","riley keenan",NA,NA,2015-04-17,107,"Spring",NA,44.61146,-75.169603,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",18,NA,NA,NA,"no","no","no","riley keenan","yeah","-119.781063_NA__NA_44.61146_-75.169603_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_18",-119.781063
"1530",1530,"04/17/2015 - 11:47am","Canton 20 ML BM",NA,NA,2015-04-17,107,"Spring",NA,44.611452,-75.169535,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",32,NA,NA,NA,"no","no","no","Canton 20 ML BM",NA,"-119.780987_NA__NA_44.611452_-75.169535_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_32",-119.780987
"1531",1531,"04/17/2015 - 11:47am","Canton 23 ES JR",NA,NA,2015-04-17,107,"Spring",NA,44.575389,-75.1361,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",25,NA,NA,NA,"no","no","no","Canton 23 ES JR","Dead top and a missing limb","-119.711489_NA__NA_44.575389_-75.1361_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_25",-119.711489
"1532",1532,"04/17/2015 - 11:48am","Canton 15 CC CC",NA,NA,2015-04-17,107,"Spring",NA,44.611452,-75.169535,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",6,NA,NA,NA,"no","no","no","Canton 15 CC CC","yes","-119.780987_NA__NA_44.611452_-75.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_6",-119.780987
"1533",1533,"04/17/2015 - 11:49am","RR IN 21",NA,NA,2015-04-17,107,"Spring",NA,44.610277,-75.169802,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",14,NA,NA,NA,"no","no","no","RR IN 21","there were broken branches","-119.780079_NA__NA_44.610277_-75.169802_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_14",-119.780079
"1534",1534,"04/17/2015 - 1:00pm","OS BW",NA,NA,2015-04-17,107,"Spring",NA,44.611451,-75.169546,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",32,NA,NA,NA,"yes","no","no","OS BW",NA,"-119.780997_NA__NA_44.611451_-75.169546_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_32",-119.780997
"1535",1535,"04/17/2015 - 1:00pm","Canton28 TD Rn",NA,NA,2015-04-17,107,"Spring",NA,44.611443,-75.16954,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",24,NA,NA,NA,"no","no","no","Canton28 TD Rn","yes","-119.780983_NA__NA_44.611443_-75.16954_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_24",-119.780983
"1536",1536,"04/17/2015 - 1:00pm","Brianna and Sam",NA,NA,2015-04-17,107,"Spring",NA,44.611203,-75.169027,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",12,NA,NA,NA,"no","no","no","Brianna and Sam","yes","-119.78023_NA__NA_44.611203_-75.169027_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_12",-119.78023
"1537",1537,"04/17/2015 - 1:00pm","JD HC",NA,NA,2015-04-17,107,"Spring",NA,44.610527,-75.169689,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",28,NA,NA,NA,"no","no","no","JD HC","yes","-119.780216_NA__NA_44.610527_-75.169689_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_28",-119.780216
"1538",1538,"04/17/2015 - 1:00pm","NF CH",NA,NA,2015-04-17,107,"Spring",NA,44.61029,-75.170224,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",24,NA,NA,NA,"no","no","no","NF CH","yes","-119.780514_NA__NA_44.61029_-75.170224_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_24",-119.780514
"1539",1539,"04/17/2015 - 1:02pm","Canton 25 EA BB",NA,NA,2015-04-17,107,"Spring",NA,44.61455,-75.169544,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",9,NA,NA,NA,"no","no","no","Canton 25 EA BB","yes","-119.784094_NA__NA_44.61455_-75.169544_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_9",-119.784094
"1540",1540,"04/17/2015 - 1:02pm","Nathaniel",NA,NA,2015-04-17,107,"Spring",NA,44.61078,-75.1169508,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",12,NA,NA,NA,"no","no","no","Nathaniel","yes","-119.7277308_NA__NA_44.61078_-75.1169508_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_12",-119.7277308
"1541",1541,"04/17/2015 - 1:03pm","SS SS",NA,NA,2015-04-17,107,"Spring",NA,44.611735,-75.169559,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",22,NA,NA,NA,"no","no","no","SS SS","yes","-119.781294_NA__NA_44.611735_-75.169559_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_22",-119.781294
"1542",1542,"04/17/2015 - 1:44pm","AR CR",NA,NA,2015-04-17,107,"Spring",NA,44.610247,-75.169787,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",24,NA,NA,NA,"no","no","no","AR CR","YES","-119.780034_NA__NA_44.610247_-75.169787_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_24",-119.780034
"1543",1543,"04/17/2015 - 1:45pm","Canton 42 AS CS",NA,NA,2015-04-17,107,"Spring",NA,44.611236,-75.611236,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",48.5,NA,NA,NA,"no","no","no","Canton 42 AS CS","Yes.","-120.222472_NA__NA_44.611236_-75.611236_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_48.5",-120.222472
"1544",1544,"04/17/2015 - 1:45pm","gf mg",NA,NA,2015-04-17,107,"Spring",NA,44.611433,-75.169584,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",6.5,NA,NA,NA,"no","no","no","gf mg","yes","-119.781017_NA__NA_44.611433_-75.169584_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_6.5",-119.781017
"1545",1545,"04/17/2015 - 1:45pm","Canton 41 GS CS",NA,NA,2015-04-17,107,"Spring",NA,44.608917,-75.171201,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",26,NA,NA,NA,"no","no","no","Canton 41 GS CS","Yes","-119.780118_NA__NA_44.608917_-75.171201_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_26",-119.780118
"1546",1546,"04/17/2015 - 1:46pm","JM",NA,NA,2015-04-17,107,"Spring",NA,44.611434,-75.169531,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",38.5,NA,NA,NA,"no","no","no","JM","yes","-119.780965_NA__NA_44.611434_-75.169531_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_38.5",-119.780965
"1547",1547,"04/17/2015 - 1:46pm","Canton 36 JC ED",NA,NA,2015-04-17,107,"Spring",NA,44.611451,-75.169559,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",26,NA,NA,NA,"no","no","no","Canton 36 JC ED","yes","-119.78101_NA__NA_44.611451_-75.169559_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_26",-119.78101
"1548",1548,"04/17/2015 - 1:46pm","Canton 38 AK AK",NA,NA,2015-04-17,107,"Spring",NA,44.611188,-75.169001,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",13,NA,NA,NA,"no","no","no","Canton 38 AK AK","Yes.","-119.780189_NA__NA_44.611188_-75.169001_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_13",-119.780189
"1549",1549,"04/17/2015 - 1:46pm","canton 43 AT CV",NA,NA,2015-04-17,107,"Spring",NA,44.611236,-75.169032,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",4,NA,NA,NA,"no","no","no","canton 43 AT CV","yes","-119.780268_NA__NA_44.611236_-75.169032_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_4",-119.780268
"1550",1550,"04/17/2015 - 1:46pm","Canton 38 AK AK",NA,NA,2015-04-17,107,"Spring",NA,44.611188,-75.169001,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",13,NA,NA,NA,"no","no","no","Canton 38 AK AK","Yes.","-119.780189_NA__NA_44.611188_-75.169001_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_13",-119.780189
"1551",1551,"04/17/2015 - 1:46pm","Canton 44 CW,CS",NA,NA,2015-04-17,107,"Spring",NA,44.611459,-758.16959,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",40,NA,NA,NA,"no","no","no","Canton 44 CW,CS","Yes","-802.781049_NA__NA_44.611459_-758.16959_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_40",-802.781049
"1552",1552,"04/17/2015 - 1:47pm","canton35  ja tb",NA,NA,2015-04-17,107,"Spring",NA,44.611436,-75.16954,"No","Other","Partially Shaded (2-5hr per day of direct sun)",3.5,NA,NA,NA,"no","no","no","canton35  ja tb","yes","-119.780976_NA__NA_44.611436_-75.16954_No_Other_Partially Shaded (2-5hr per day of direct sun)_3.5",-119.780976
"1553",1553,"04/17/2015 - 1:47pm","canton35  ja tb",NA,NA,2015-04-17,107,"Spring",NA,44.611436,-75.16954,"No","Other","Partially Shaded (2-5hr per day of direct sun)",3.5,NA,NA,NA,"no","no","no","canton35  ja tb","yes","-119.780976_NA__NA_44.611436_-75.16954_No_Other_Partially Shaded (2-5hr per day of direct sun)_3.5",-119.780976
"1554",1554,"04/17/2015 - 2:26pm","EW, ZW",NA,NA,2015-04-17,107,"Spring",NA,44.60493,-75168005,"Yes","School lawn","Open (more than 5hr per day of direct sun)",86,NA,NA,NA,"yes","no","no","EW, ZW","Yes","-75168049.60493_NA__NA_44.60493_-75168005_Yes_School lawn_Open (more than 5hr per day of direct sun)_86",-75168049.60493
"1555",1555,"04/17/2015 - 2:27pm","CT TW",NA,NA,2015-04-17,107,"Spring",NA,44.605696,-75.167442,"Yes","School lawn","Open (more than 5hr per day of direct sun)",98,NA,NA,NA,"no","no","no","CT TW","Yes","-119.773138_NA__NA_44.605696_-75.167442_Yes_School lawn_Open (more than 5hr per day of direct sun)_98",-119.773138
"1556",1556,"04/17/2015 - 2:28pm","canton",NA,NA,2015-04-17,107,"Spring",NA,44.605998,-75.167856,"Yes","School lawn","Open (more than 5hr per day of direct sun)",67,NA,NA,NA,"yes","no","no","canton","yes","-119.773854_NA__NA_44.605998_-75.167856_Yes_School lawn_Open (more than 5hr per day of direct sun)_67",-119.773854
"1557",1557,"04/17/2015 - 2:28pm","canton 56 EW ZW",NA,NA,2015-04-17,107,"Spring",NA,44.60493,-75168005,"Yes","School lawn","Open (more than 5hr per day of direct sun)",86,NA,NA,NA,"yes","no","no","canton 56 EW ZW","yes","-75168049.60493_NA__NA_44.60493_-75168005_Yes_School lawn_Open (more than 5hr per day of direct sun)_86",-75168049.60493
"1558",1558,"04/17/2015 - 2:28pm","Canton 46 BB OA",NA,NA,2015-04-17,107,"Spring",NA,44.605492,-76.167624,"Yes","School lawn","Open (more than 5hr per day of direct sun)",136,NA,NA,NA,"yes","no","no","Canton 46 BB OA","Yes","-120.773116_NA__NA_44.605492_-76.167624_Yes_School lawn_Open (more than 5hr per day of direct sun)_136",-120.773116
"1559",1559,"04/17/2015 - 2:28pm","Canton 46 BB OA",NA,NA,2015-04-17,107,"Spring",NA,44.605492,-76.167624,"Yes","School lawn","Open (more than 5hr per day of direct sun)",136,NA,NA,NA,"yes","no","no","Canton 46 BB OA","Yes","-120.773116_NA__NA_44.605492_-76.167624_Yes_School lawn_Open (more than 5hr per day of direct sun)_136",-120.773116
"1560",1560,"04/17/2015 - 2:28pm","Canton 52 SL KL",NA,NA,2015-04-17,107,"Spring",NA,44.605769,-75.16797,"Yes","School lawn","Open (more than 5hr per day of direct sun)",60,NA,NA,NA,"yes","no","no","Canton 52 SL KL","Yes","-119.773739_NA__NA_44.605769_-75.16797_Yes_School lawn_Open (more than 5hr per day of direct sun)_60",-119.773739
"1561",1561,"04/17/2015 - 2:28pm","Canton 48 MC AC",NA,NA,2015-04-17,107,"Spring",NA,44.605362,-75.167645,"Yes","School lawn","Open (more than 5hr per day of direct sun)",101,NA,NA,NA,"yes","no","no","Canton 48 MC AC","yes but has missing limbs","-119.773007_NA__NA_44.605362_-75.167645_Yes_School lawn_Open (more than 5hr per day of direct sun)_101",-119.773007
"1562",1562,"04/17/2015 - 2:29pm","canton 45 AA WA",NA,NA,2015-04-17,107,"Spring",NA,44.605323,-75.167859,"Yes","School lawn","Open (more than 5hr per day of direct sun)",78.5,NA,NA,NA,"yes","yes","Flowers are visible","canton 45 AA WA","yes","-119.773182_NA__NA_44.605323_-75.167859_Yes_School lawn_Open (more than 5hr per day of direct sun)_78.5",-119.773182
"1563",1563,"04/17/2015 - 2:29pm","canton 54 ms",NA,NA,2015-04-17,107,"Spring",NA,44.606298,-75.167596,"Yes","School lawn","Open (more than 5hr per day of direct sun)",83,NA,NA,NA,"yes","yes","no","canton 54 ms",NA,"-119.773894_NA__NA_44.606298_-75.167596_Yes_School lawn_Open (more than 5hr per day of direct sun)_83",-119.773894
"1564",1564,"04/17/2015 - 2:30pm","canton 49 addd",NA,NA,2015-04-17,107,"Spring",NA,44.606267,-75.167331,"Yes","School lawn","Open (more than 5hr per day of direct sun)",64,NA,NA,NA,"yes","no","no","canton 49 addd","yes","-119.773598_NA__NA_44.606267_-75.167331_Yes_School lawn_Open (more than 5hr per day of direct sun)_64",-119.773598
"1565",1565,"04/17/2015 - 2:30pm","canton",NA,NA,2015-04-17,107,"Spring",NA,44.605511,-75.167999,"Yes","School lawn","Open (more than 5hr per day of direct sun)",65,NA,NA,NA,"yes","no","no","canton","yes","-119.77351_NA__NA_44.605511_-75.167999_Yes_School lawn_Open (more than 5hr per day of direct sun)_65",-119.77351
"1566",1566,"04/17/2015 - 2:31pm","rose bigelow,noelle black",NA,NA,2015-04-17,107,"Spring",NA,44.606298,-75.167596,"Yes","School lawn","Open (more than 5hr per day of direct sun)",22,NA,NA,NA,"yes","no","no","rose bigelow,noelle black",NA,"-119.773894_NA__NA_44.606298_-75.167596_Yes_School lawn_Open (more than 5hr per day of direct sun)_22",-119.773894
"1567",1567,"04/17/2015 - 2:31pm","Canton50NDZW",NA,NA,2015-04-17,107,"Spring",NA,44.60594,-75.167302,"Yes","School garden","Open (more than 5hr per day of direct sun)",87,NA,NA,NA,"yes","no","no","Canton50NDZW","yes.

Tree circumference estimated.","-119.773242_NA__NA_44.60594_-75.167302_Yes_School garden_Open (more than 5hr per day of direct sun)_87",-119.773242
"1568",1568,"04/21/2015 - 3:24pm","jaci",NA,NA,2015-04-14,104,"Spring",NA,44.613312,-75.407217,"Yes","Home garden","Open (more than 5hr per day of direct sun)",55.5,NA,NA,NA,"no","no","no","jaci","Yes","-120.020529_NA__NA_44.613312_-75.407217_Yes_Home garden_Open (more than 5hr per day of direct sun)_55.5",-120.020529
"1569",1569,"04/21/2015 - 3:27pm","jaci",NA,NA,2015-04-16,106,"Spring",NA,44.613312,-75.407217,"Yes","Home lawn","Open (more than 5hr per day of direct sun)",55.5,NA,NA,NA,"no","no","no","jaci","Yes","-120.020529_NA__NA_44.613312_-75.407217_Yes_Home lawn_Open (more than 5hr per day of direct sun)_55.5",-120.020529
"1570",1570,"04/21/2015 - 3:32pm","jaci",NA,NA,2015-04-18,108,"Spring",NA,44.613312,-75.407217,"Yes","Home lawn","Open (more than 5hr per day of direct sun)",55.5,NA,NA,NA,"yes","no","no","jaci",NA,"-120.020529_NA__NA_44.613312_-75.407217_Yes_Home lawn_Open (more than 5hr per day of direct sun)_55.5",-120.020529
"1571",1571,"04/21/2015 - 3:34pm","jaci",NA,NA,2015-04-20,110,"Spring",NA,44.613312,-75.407217,"Yes","Home lawn","Open (more than 5hr per day of direct sun)",55.5,NA,NA,NA,"yes","no","Flowers are visible","jaci",NA,"-120.020529_NA__NA_44.613312_-75.407217_Yes_Home lawn_Open (more than 5hr per day of direct sun)_55.5",-120.020529
"1572",1572,"04/22/2015 - 6:20pm","jaci",NA,NA,2015-04-22,112,"Spring",NA,44.613312,-75.407217,"Yes","Home lawn","Open (more than 5hr per day of direct sun)",55.5,NA,NA,NA,"yes","no","Flowers are visible and producing pollen (shake the flower to see if it releases pollen grains)","jaci",NA,"-120.020529_NA__NA_44.613312_-75.407217_Yes_Home lawn_Open (more than 5hr per day of direct sun)_55.5",-120.020529
"1573",1573,"04/23/2015 - 11:32am","riley and keenan",NA,NA,2015-04-23,113,"Spring",NA,49.61146,-75.169603,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",17,NA,NA,NA,"no","no","no","riley and keenan","yes","-124.781063_NA__NA_49.61146_-75.169603_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_17",-124.781063
"1574",1574,"04/23/2015 - 11:32am","Canton 13 SB JB",NA,NA,2015-04-23,113,"Spring",NA,44.611452,-75.169535,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",22,NA,NA,NA,"no","no","no","Canton 13 SB JB",NA,"-119.780987_NA__NA_44.611452_-75.169535_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_22",-119.780987
"1575",1575,"04/23/2015 - 11:34am","Canton 23 ES JR",NA,NA,2015-04-23,113,"Spring",NA,44.575389,-75.1361,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",25,NA,NA,NA,"no","no","no","Canton 23 ES JR","yes but it has a dead top and a broken limb","-119.711489_NA__NA_44.575389_-75.1361_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_25",-119.711489
"1576",1576,"04/23/2015 - 11:34am","Canton 20 ML BM",NA,NA,2015-04-23,113,"Spring",NA,44.611452,-75.169535,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",32,NA,NA,NA,"no","no","no","Canton 20 ML BM",NA,"-119.780987_NA__NA_44.611452_-75.169535_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_32",-119.780987
"1577",1577,"04/23/2015 - 11:34am","Canton18SLSJ",NA,NA,2015-04-23,113,"Spring",NA,44.611477,-75.169512,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",30.5,NA,NA,NA,"no","no","no","Canton18SLSJ",NA,"-119.780989_NA__NA_44.611477_-75.169512_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_30.5",-119.780989
"1578",1578,"04/23/2015 - 11:34am","NJ IJ",NA,NA,2015-04-23,113,"Spring",NA,44.611465,-75.169554,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",36,NA,NA,NA,"no","no","no","NJ IJ","yes","-119.781019_NA__NA_44.611465_-75.169554_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_36",-119.781019
"1579",1579,"04/23/2015 - 11:35am","GW ES",NA,NA,2015-04-23,113,"Spring",NA,44.611412,-75.169456,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",4.5,NA,NA,NA,"no","no","no","GW ES","1 broken branch","-119.780868_NA__NA_44.611412_-75.169456_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_4.5",-119.780868
"1580",1580,"04/23/2015 - 11:35am","GW ES",NA,NA,2015-04-23,113,"Spring",NA,44.611412,-75.169456,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",4.5,NA,NA,NA,"no","no","no","GW ES","1 broken branch","-119.780868_NA__NA_44.611412_-75.169456_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_4.5",-119.780868
"1581",1581,"04/23/2015 - 11:35am","GW ES",NA,NA,2015-04-23,113,"Spring",NA,44.611412,-75.169456,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",4.5,NA,NA,NA,"no","no","no","GW ES","1 broken branch","-119.780868_NA__NA_44.611412_-75.169456_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_4.5",-119.780868
"1582",1582,"04/23/2015 - 11:35am","GW ES",NA,NA,2015-04-23,113,"Spring",NA,44.611412,-75.169456,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",4.5,NA,NA,NA,"no","no","no","GW ES","1 broken branch","-119.780868_NA__NA_44.611412_-75.169456_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_4.5",-119.780868
