Serial,Time,Username,Observer,Tree ID,Date,Date,Julian,Season,Species,Latitude,Longitude,Urbanization,Habitat,Shading,Circumference,LeafColor,LeafDropping,Fruit,LeafBud,LeafUnfurled,Flowering,Damage,Comments
,09/23/2016 - 9:17am,,,32,9/23/16,9/23/16,,Fall,Sugar Maple,44.82406,-74.513876,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),28,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,,,,tap hole from taking sap,we named him Edward
,09/23/2016 - 10:48am,,,46,9/23/16,9/23/16,,Fall,Red Maple,44.82259,-74.517016,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),27,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,,,,none,
,09/23/2016 - 10:47am,,,,9/23/16,9/23/16,,Fall,Red Maple,44.82259,-71.517016,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),20,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,,,,none,
,09/23/2016 - 12:53pm,,,,9/23/16,9/23/16,,Fall,Red Maple,44.822885,-74.51625,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),27,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),,,,broken branch,we named it alex and it is very tall!
,09/23/2016 - 10:47am,,,,9/23/16,9/23/16,,Fall,Sugar Maple,44.82259,-74.517016,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),150,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,,,,fonges,
,09/23/2016 - 12:53pm,,,,9/23/16,9/23/16,,Fall,Sugar Maple,44.822885,-74.51625,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),41,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,,,,not bad,
,09/23/2016 - 12:53pm,,,,9/23/16,9/23/16,,Fall,Sugar Maple,44.822885,-74.51625,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),22,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,no it did not.,
,09/23/2016 - 12:54pm,,,,9/23/16,9/23/16,,Fall,Sugar Maple,44.822885,-74.516225,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),27,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),Early:  Only a few ripe fruits are visible (less than 10%),,,,broken branch,"two smaller branches have been cut off by landscaping crew at some point in the past, some lichen on bark of trunk, full, healthy canopy"
,09/23/2016 - 12:54pm,,,,9/23/16,9/23/16,,Fall,Sugar Maple,44.822885,-74.51625,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),45,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),Early:  Only a few ripe fruits are visible (less than 10%),,,,Two holes,
,09/23/2016 - 9:13am,,,,9/23/16,9/23/16,,Fall,Sugar Maple,44.82406,-74.513876,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),21,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),Early:  Only a few ripe fruits are visible (less than 10%),,,,mossy,white splotches on the branch bark
,09/23/2016 - 9:13am,,,,9/23/16,9/23/16,,Fall,Sugar Maple,44.82406,-74.513843,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),52,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,None,Sugar maple is a few feet from public parking lot. Large about of mulch at base of  tree.
,09/23/2016 - 9:16am,,,,9/23/16,9/23/16,,Fall,Sugar Maple,44.82407,-74.513876,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),31,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),Early:  Only a few ripe fruits are visible (less than 10%),,,,"missing branches

missing bark",
,09/23/2016 - 9:17am,,,,9/23/16,9/23/16,,Fall,Sugar Maple,44.82406,-74.513876,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),12,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,,,,"very small hole in bottom 

{not tapped}































",
,09/23/2016 - 9:17am,,,,9/23/16,9/23/16,,Fall,Sugar Maple,44.82407,-74.513876,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),8,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,09/23/2016 - 9:18am,,,,9/23/16,9/23/16,,Fall,Sugar Maple,44.82406,-74.513876,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),84,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,"missing limb, loss of bark, no diseases",
,09/23/2016 - 9:18am,,,,9/23/16,9/23/16,,Fall,Sugar Maple,44.82407,-74.513876,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),28,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,"bark missing

one branch missing",
,09/23/2016 - 9:19am,,,,9/23/16,9/23/16,,Fall,Sugar Maple,44.82407,-74.513876,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),28,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,
,09/23/2016 - 9:20am,,,,9/23/16,9/23/16,,Fall,Sugar Maple,44.82407,-75.513876,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),3,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,"missing branch





",
,09/23/2016 - 9:15am,,,,9/23/16,9/23/16,,Fall,Red Maple,44.82407,-74.513876,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),4,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,None,
,09/23/2016 - 10:47am,,,,9/23/16,9/23/16,,Fall,Sugar Maple,44.82259,,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),25,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,None,
,09/23/2016 - 12:56pm,,,,9/23/16,9/23/16,,Fall,Sugar Maple,44.822885,-74.51625,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),1,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,,
,11/04/2016 - 9:10am,,,207,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),26,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,"fungi, wood chipped",
,11/04/2016 - 1:20pm,,,261,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,
,11/04/2016 - 12:11pm,,,261,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),16,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,insects on leaves,
,11/04/2016 - 8:21am,,,261,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),16,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,
,11/04/2016 - 9:10am,,,261,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),41,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,fungi,
,11/04/2016 - 12:08pm,,,262,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),13,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,dead leaves,
,11/04/2016 - 9:10am,,,262,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),12,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,fungus,
,11/22/2016 - 9:07am,,,262,11/22/16,11/22/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),12,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,11/04/2016 - 1:20pm,,,263,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),54,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,fungas and dead limes,our is tree is healthy and named Maple
,11/04/2016 - 12:08pm,,,263,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),29,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,"lichen,guls",Our tree name is THE G.O.A.T
,11/04/2016 - 8:21am,,,263,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),29,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,Tree branches broken and split,
,11/04/2016 - 9:10am,,,263,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),29,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none to be found,Our tree is named Big Willy
,11/04/2016 - 1:20pm,,,264,11/4/16,11/4/16,,Fall,Norway Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),15,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,no missing bark or unhealthy or unhealthy branches.
,11/04/2016 - 12:08pm,,,264,11/4/16,11/4/16,,Fall,Norway Maple,44.774797,-55.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,a small bit of fungus a piece of bark is missing,The trees name is Rock
,11/04/2016 - 12:12pm,,,264,11/4/16,11/4/16,,Fall,Norway Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,A small bit of Fungus and bark is missing.,Our tree is the coolest.
,11/04/2016 - 9:10am,,,264,11/4/16,11/4/16,,Fall,Norway Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none at this time,
,11/04/2016 - 12:08pm,,,265,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),25,Early:  Only a few leaves have turned color (less than 10%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,missing bark moss,#NAME?
,11/04/2016 - 8:21am,,,265,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),29,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,limb loss ,
,11/22/2016 - 12:06pm,,,265,11/22/16,11/22/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),25,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,11/04/2016 - 9:10am,,,266,11/4/16,11/4/16,,Fall,Norway Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),29,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,moss,
,11/04/2016 - 8:21am,,,266,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),32,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,Right by another smaller maple.
,11/04/2016 - 12:08pm,,,267,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),28,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,bark missing from one side of the tree,name: Little Jimmy
,11/04/2016 - 8:21am,,,267,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),29,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,
,11/04/2016 - 9:11am,,,267,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),27,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,Bark is damaged and missing a few branches.,name is Beane winston
,11/04/2016 - 1:20pm,,,268,11/4/16,11/4/16,,Fall,Norway Maple,44.774797,-75.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,no damages or diseases,The trees name is Fred.
,11/04/2016 - 8:23am,,,268,11/4/16,11/4/16,,Fall,Norway Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),26,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,"mold and no visible disease

",
,09/23/2016 - 9:19am,,,270,9/23/16,9/23/16,,Fall,Silver Maple,44.774854,-74.987542,Yes,School lawn,Open (more than 5hr per day of direct sun),26,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,
,11/04/2016 - 8:22am,,,,11/4/16,11/4/16,,Fall,Norway Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),8,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,, broken branch and barch torn off,Our tree's name is Randall Garfankel Senior.
,11/04/2016 - 8:21am,,,,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),34,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,Its name is Dillbert
,11/04/2016 - 9:10am,,,,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-79.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),55,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,fungi bark is peeled off,None
,09/26/2016 - 9:27am,,,12,9/26/16,9/26/16,,Fall,Sugar Maple,44.611477,-75.169512,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),24,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,09/26/2016 - 9:29am,,,14,9/26/16,9/26/16,,Fall,Sugar Maple,44.611452,-75.169535,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),59,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,We do not notice any damage to the tree.,
,09/26/2016 - 9:27am,,,17,9/26/16,9/26/16,,Fall,Sugar Maple,44.611465,-75.169554,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),23,Early:  Only a few leaves have turned color (less than 10%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,nope,
,10/11/2016 - 8:48am,,,78,10/11/16,10/11/16,,Fall,Sugar Maple,44.7,-74.5,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),54,Early:  Only a few leaves have turned color (less than 10%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,Maple moth cutter put holes in the leaves,
,10/11/2016 - 8:37am,,,76,10/11/16,10/11/16,,Fall,Sugar Maple,44.679477,-74.54555,Yes,School lawn,Open (more than 5hr per day of direct sun),22,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,mapple leaf cuutter moth,
,11/01/2016 - 9:17am,,,77,11/1/16,11/1/16,,Fall,Sugar Maple,44.67984,-74.545544,No,School lawn,Open (more than 5hr per day of direct sun),13,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,Two frost cracks/ holes in the leaves,
,01/19/2017 - 1:45pm,,,254,1/19/17,1/19/17,,Fall,Sugar Maple,44.3614,-75.2069,Yes,School lawn,Open (more than 5hr per day of direct sun),55,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,None,surrounded by weak trees .
,09/29/2016 - 11:07am,,,,9/29/16,9/29/16,,Fall,Silver Maple,,,Yes,School paved area,Open (more than 5hr per day of direct sun),,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,1 limb about cut in half,Its not very big and her name is Goerge of the forest she is 32 and single
,01/19/2017 - 1:45pm,,,252,1/19/17,1/19/17,,Fall,Sugar Maple,44.36269,-75.203391,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),16,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,
,01/19/2017 - 1:45pm,,,253,1/19/17,1/19/17,,Fall,Sugar Maple,44.363453,-75.203058,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),4,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,Still rotting.,
,01/19/2017 - 1:48pm,,,251,1/19/17,1/19/17,,Fall,Sugar Maple,44.362694,-75.203534,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),19,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,damaged leaves ,
,01/19/2017 - 1:57pm,,,255,1/19/17,1/19/17,,Fall,Sugar Maple,44.362627,-75.203523,Yes,School paved area,Shaded (less than 2hr per day of direct sun),14,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,The leaves are brown coloration.,We named our tree Leavi Rellows because it had leaves and we put our lasts names together.
,02/01/2017 - 1:03pm,,,245,2/1/17,2/1/17,,Fall,Sugar Maple,44.360568,-75.201484,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),16,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,We named our tree Teresa.
,02/01/2017 - 2:44pm,,,349,2/1/17,2/1/17,,Fall,Sugar Maple,44.361288,-75.202854,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),8,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,ARE TREE IS MARGETT TREELONG
,09/29/2016 - 11:07am,,,,9/29/16,9/29/16,,Fall,Sugar Maple,44.62398,-75.407069,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),10,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,the trees name is cuttypie
,02/01/2017 - 1:05pm,,,243,2/1/17,2/1/17,,Fall,Sugar Maple,44.361642,-75.200735,No,School lawn,Open (more than 5hr per day of direct sun),11,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,No,"5 tap holes, the name of our tree is King Syrup"
,02/01/2017 - 1:12pm,,,241,2/1/17,2/1/17,,Fall,Sugar Maple,44.361365,-75.200554,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),47,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,
,02/01/2017 - 1:04pm,,,242,2/1/17,2/1/17,,Fall,Sugar Maple,44.3,-75.2,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),33,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,No diesease,we name are tree gummy.
,09/29/2016 - 11:07am,,,,9/29/16,9/29/16,,Fall,Red Maple,,,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),8,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,Bailey is her name
,02/01/2017 - 2:44pm,,,246,2/1/17,2/1/17,,Fall,Sugar Maple,44.2142,-75.1211,No,School lawn,Partially Shaded (2-5hr per day of direct sun),4,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,partially dead  ,Bailey is her name
,02/01/2017 - 2:43pm,,,247,2/1/17,2/1/17,,Fall,Sugar Maple,44.362036,-75.204409,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),16,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,catipillars,named the tree branches
,02/01/2017 - 2:39pm,,,250,2/1/17,2/1/17,,Fall,Sugar Maple,44.36131,-75.202924,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),8,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,Heathy,named the tree branches
,11/22/2016 - 9:05am,,,263,11/22/16,11/22/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),29,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,None to be found,roots coming out  of the ground
,11/22/2016 - 9:07am,,,264,11/22/16,11/22/16,,Fall,Norway Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,mold around the outside,we name are tree gummy.
,11/22/2016 - 9:06am,,,266,11/22/16,11/22/16,,Fall,Norway Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),31,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,moss,"it was taped,very healthy,and its name is koby jr"
,09/30/2016 - 2:22pm,,,43,9/30/16,9/30/16,,Fall,Sugar Maple,44.611236,-75.169032,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),46,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),Early:  Only a few ripe fruits are visible (less than 10%),,,,none ,are tree is very healthy and we tap it for maple syrup .the tree is starting to lose less then 10 percent of its leafs and are tree name is beckam 
,09/30/2016 - 8:35am,,,4,9/30/16,9/30/16,,Fall,Sugar Maple,44.61138,-75.169582,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),23,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,limb on the tree is dead,"It has likens and moss,it also has been saped"
,09/30/2016 - 8:38am,,,9,9/30/16,9/30/16,,Fall,Sugar Maple,44.611449,-75.169515,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),35,Early:  Only a few leaves have turned color (less than 10%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,,her name is macey jamica
,09/30/2016 - 10:54am,,,22,9/30/16,9/30/16,,Fall,Sugar Maple,44.611465,-75.169554,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),32,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,no,The name of our tree is called Fredic.
,09/30/2016 - 10:52am,,,26,9/30/16,9/30/16,,Fall,Sugar Maple,44.611458,-75.160593,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),39,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,the trees name is kyrdan
