,Serial,Time,Username,Observer,Tree ID,Date,Julian,Season,Species,Latitude,Longitude,Urbanization,Habitat,Shading,Circumference,LeafColor,LeafDropping,Fruit,LeafBud,LeafUnfurled,Flowering,Damage,Comments,UniqueID,TreeCode,Obs
1057,1057,09/21/2016 - 8:25am,NA,NA,NA,9/21/16,265,Fall,Sugar Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),82,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,NA,NA,NA,2 limbs losest lossing more limbs to the buttom of tree,NA,"NA_NA_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_82",,
1239,1239,10/05/2016 - 1:06pm,NA,NA,NA,10/5/16,279,Fall,Sugar Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),2,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_NA_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_2",,
1086,1086,09/21/2016 - 10:00am,NA,NA,NA,9/21/16,265,Fall,Sugar Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),22,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,NA,NA,NA,missing little branches.,NA,"NA_NA_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_22",,
1067,1067,09/21/2016 - 10:01am,NA,NA,NA,9/21/16,265,Fall,Sugar Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),23,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,bark was scraped,NA,"NA_NA_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_23",,
1072,1072,09/21/2016 - 12:41pm,NA,NA,NA,9/21/16,265,Fall,Sugar Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),23,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,look like a branch is falling off.,NA,"NA_NA_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_23",,
1068,1068,09/21/2016 - 10:02am,NA,NA,NA,9/21/16,265,Fall,Sugar Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),24,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,none,NA,"NA_NA_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_24",,
1248,1248,10/05/2016 - 10:30am,NA,NA,NA,10/5/16,279,Fall,Sugar Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),24,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,NA,tall perefect,"NA_NA_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_24",,
1080,1080,09/21/2016 - 9:53am,NA,NA,NA,9/21/16,265,Fall,Sugar Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),28,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,NA,NA,NA,none,NA,"NA_NA_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_28",,
1081,1081,09/21/2016 - 9:57am,NA,NA,NA,9/21/16,265,Fall,Sugar Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),28,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),Early:  Only a few ripe fruits are visible (less than 10%),NA,NA,NA,It has a little bit of holes in the leaves from bugs.,NA,"NA_NA_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_28",,
1079,1079,09/21/2016 - 8:26am,NA,NA,NA,9/21/16,265,Fall,Sugar Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),31,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,none,NA,"NA_NA_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_31",,
1078,1078,09/21/2016 - 8:25am,NA,NA,NA,9/21/16,265,Fall,Sugar Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),35,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,none,NA,"NA_NA_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_35",,
1070,1070,09/21/2016 - 12:39pm,NA,NA,NA,9/21/16,265,Fall,Sugar Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),39,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,Dead and broken branch,NA,"NA_NA_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_39",,
1468,1468,10/27/2016 - 1:00pm,NA,NA,NA,10/27/16,301,Fall,Sugar Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),39,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),NA,NA,NA,NA,NA,"NA_NA_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_39",,
1069,1069,09/21/2016 - 12:38pm,NA,NA,NA,9/21/16,265,Fall,Sugar Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),41,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,"SMALL HOLES

",NA,"NA_NA_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_41",,
1247,1247,10/05/2016 - 1:03pm,NA,NA,NA,10/5/16,279,Fall,Sugar Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),54,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,"holes,bark coming off,broken branches and dead leaves",no,"NA_NA_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_54",,
1077,1077,09/21/2016 - 12:43pm,NA,NA,NA,9/21/16,265,Fall,Sugar Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),56,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,"holes,bark coming off,broken branches, and dead leaves",NA,"NA_NA_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_56",,
1075,1075,09/21/2016 - 12:41pm,NA,NA,NA,9/21/16,265,Fall,Sugar Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),60,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_NA_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_60",,
1076,1076,09/21/2016 - 12:43pm,NA,NA,NA,9/21/16,265,Fall,Sugar Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),60,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_NA_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_60",,
1082,1082,09/21/2016 - 12:38pm,NA,NA,NA,9/21/16,265,Fall,Sugar Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),NA,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,NA,NA,NA,2 foot scare at the bottom,None,"NA_NA_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_NA",,
1073,1073,09/21/2016 - 12:41pm,NA,NA,NA,9/21/16,265,Fall,Sugar Maple,44.824019,-74.516411,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),47,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,broken branches,NA,"NA_NA_Sugar Maple_44.824019_-74.516411_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_47",,
1074,1074,09/21/2016 - 12:41pm,NA,NA,NA,9/21/16,265,Fall,Sugar Maple,44.824019,-74.516411,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),47,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,broken branches,NA,"NA_NA_Sugar Maple_44.824019_-74.516411_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_47",,
1101,1101,09/23/2016 - 9:13am,NA,NA,NA,9/23/16,267,Fall,Sugar Maple,44.82406,-74.513843,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),52,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,None,Sugar maple is a few feet from public parking lot. Large about of mulch at base of  tree.,"NA_NA_Sugar Maple_44.82406_-74.513843_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_52",,
1103,1103,09/23/2016 - 9:17am,NA,NA,NA,9/23/16,267,Fall,Sugar Maple,44.82406,-74.513876,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),12,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,NA,NA,NA,"very small hole in bottom 

{not tapped}































",NA,"NA_NA_Sugar Maple_44.82406_-74.513876_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_12",,
1100,1100,09/23/2016 - 9:13am,NA,NA,NA,9/23/16,267,Fall,Sugar Maple,44.82406,-74.513876,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),21,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),Early:  Only a few ripe fruits are visible (less than 10%),NA,NA,NA,mossy,white splotches on the branch bark,"NA_NA_Sugar Maple_44.82406_-74.513876_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_21",,
1105,1105,09/23/2016 - 9:18am,NA,NA,NA,9/23/16,267,Fall,Sugar Maple,44.82406,-74.513876,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),84,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,"missing limb, loss of bark, no diseases",NA,"NA_NA_Sugar Maple_44.82406_-74.513876_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_84",,
1106,1106,09/23/2016 - 9:18am,NA,NA,NA,9/23/16,267,Fall,Sugar Maple,44.82407,-74.513876,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),28,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,"bark missing

one branch missing",NA,"NA_NA_Sugar Maple_44.82407_-74.513876_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_28",,
1107,1107,09/23/2016 - 9:19am,NA,NA,NA,9/23/16,267,Fall,Sugar Maple,44.82407,-74.513876,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),28,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,none,NA,"NA_NA_Sugar Maple_44.82407_-74.513876_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_28",,
1102,1102,09/23/2016 - 9:16am,NA,NA,NA,9/23/16,267,Fall,Sugar Maple,44.82407,-74.513876,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),31,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),Early:  Only a few ripe fruits are visible (less than 10%),NA,NA,NA,"missing branches

missing bark",NA,"NA_NA_Sugar Maple_44.82407_-74.513876_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_31",,
1104,1104,09/23/2016 - 9:17am,NA,NA,NA,9/23/16,267,Fall,Sugar Maple,44.82407,-74.513876,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),8,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_NA_Sugar Maple_44.82407_-74.513876_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_8",,
1108,1108,09/23/2016 - 9:20am,NA,NA,NA,9/23/16,267,Fall,Sugar Maple,44.82407,-75.513876,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),3,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,"missing branch





",NA,"NA_NA_Sugar Maple_44.82407_-75.513876_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_3",,
1847,1847,04/15/2016 - 1:57pm,"Noah Parks, Mason Zera",NA,NA,4/5/16,96,Spring,Sugar Maple,44.93186,74.866329,Yes,School lawn,Open (more than 5hr per day of direct sun),97,NA,NA,NA,no,no,no,"Noah Parks, Mason Zera",yes,NA_NA_Sugar Maple_44.93186_74.866329_Yes_School lawn_Open (more than 5hr per day of direct sun)_97,,
732,732,10/02/2015 - 2:36pm,NA,NA,NA,10/2/15,275,Fall,Sugar Maple,45.372502,-75.2428,Yes,School lawn,Shaded (less than 2hr per day of direct sun),3,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,NA_NA_Sugar Maple_45.372502_-75.2428_Yes_School lawn_Shaded (less than 2hr per day of direct sun)_3,,
1853,1853,04/15/2016 - 2:15pm,gage dean char  grandaw,NA,NA,4/15/16,106,Spring,Sugar Maple,9,10,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),9,NA,NA,NA,yes,no,no,gage dean char  grandaw,yes,NA_NA_Sugar Maple_9_10_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_9,,
495,495,09/07/2015 - 8:13am,NA,NA,NA,9/7/15,250,Fall,Sugar Maple,NA,-75.164918,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),67,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,"some branches in the middle have been cut off

one little branch looks to have dying burnt red shriveled leaves on it",Name is craigy jeff,NA_NA_Sugar Maple_NA_-75.164918_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_67,,
132,132,09/18/2014 - 8:35am,NA,NA,NA,9/18/14,261,Fall,Sugar Maple,NA,NA,No,City or Community Park (developed),Partially Shaded (2-5hr per day of direct sun),NA,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,None,NA,NA_NA_Sugar Maple_NA_NA_No_City or Community Park (developed)_Partially Shaded (2-5hr per day of direct sun)_NA,,
181,181,09/19/2014 - 8:01am,NA,NA,NA,9/19/14,262,Fall,Sugar Maple,NA,NA,No,City or Community Park (developed),Shaded (less than 2hr per day of direct sun),NA,Late:  Most or all leaves have turned color (more than 90%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,none,"pretty good as far as health goes 

all of the leaves have changed 

magnificent

tall and big",NA_NA_Sugar Maple_NA_NA_No_City or Community Park (developed)_Shaded (less than 2hr per day of direct sun)_NA,,
119,119,09/18/2014 - 11:27am,NA,NA,NA,9/18/14,261,Fall,Sugar Maple,NA,NA,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),NA,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,1 broken branch,NA,"NA_NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_NA",,
120,120,09/18/2014 - 11:28am,NA,NA,NA,9/18/14,261,Fall,Sugar Maple,NA,NA,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),NA,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),Early:  Only a few ripe fruits are visible (less than 10%),NA,NA,NA,1 broken branch,gets really good shade nice ad cool,"NA_NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_NA",,
228,228,09/24/2014 - 8:40am,NA,NA,NA,9/24/14,267,Fall,Sugar Maple,NA,NA,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),NA,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,dead brances,NA,"NA_NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_NA",,
313,313,10/02/2014 - 1:41pm,NA,NA,NA,10/2/14,275,Fall,Sugar Maple,NA,NA,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),NA,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_NA",,
359,359,10/10/2014 - 8:39am,NA,NA,NA,10/10/14,283,Fall,Sugar Maple,NA,NA,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),NA,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,a branch broke off,NA,"NA_NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_NA",,
413,413,10/20/2014 - 12:42pm,NA,NA,NA,10/20/14,293,Fall,Sugar Maple,NA,NA,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),NA,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,None,NA,"NA_NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_NA",,
444,444,10/22/2014 - 1:35pm,NA,NA,NA,10/22/14,295,Fall,Sugar Maple,NA,NA,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),NA,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_NA",,
134,134,09/18/2014 - 11:26am,NA,NA,NA,9/18/14,261,Fall,Sugar Maple,NA,NA,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),NA,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",,
135,135,09/18/2014 - 11:27am,NA,NA,NA,9/18/14,261,Fall,Sugar Maple,NA,NA,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),NA,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NONE,"NA_NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",,
136,136,09/18/2014 - 11:27am,NA,NA,NA,9/18/14,261,Fall,Sugar Maple,NA,NA,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),NA,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,"Pretty Healthy

Unsure of the black seeds

Cracks in our tree","NA_NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",,
137,137,09/18/2014 - 11:27am,NA,NA,NA,9/18/14,261,Fall,Sugar Maple,NA,NA,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),NA,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,"Tallest tree in the area,Very healthy, And a memorial tree","NA_NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",,
138,138,09/18/2014 - 11:27am,NA,NA,NA,9/18/14,261,Fall,Sugar Maple,NA,NA,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),NA,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",,
139,139,09/18/2014 - 11:28am,NA,NA,NA,9/18/14,261,Fall,Sugar Maple,NA,NA,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),NA,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,broken limbs,NA,"NA_NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",,
140,140,09/18/2014 - 11:32am,NA,NA,NA,9/18/14,261,Fall,Sugar Maple,NA,NA,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),NA,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,none,NA,"NA_NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",,
141,141,09/18/2014 - 11:33am,NA,NA,NA,9/18/14,261,Fall,Sugar Maple,NA,NA,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),NA,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,no comment,"NA_NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",,
142,142,09/18/2014 - 11:36am,NA,NA,NA,9/18/14,261,Fall,Sugar Maple,NA,NA,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),NA,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",,
