"","Serial","Time","Username","Observer","Tree ID","Date","Date_1","Julian","Season","Species","Latitude","Longitude","Urbanization","Habitat","Shading","Circumference","Flowering","Damage","Comments","UniqueID"
"1143",1143,"09/26/2016 - 9:29am",NA,NA,14,2016-09-26,"9/26/16",270,"Fall","Sugar Maple",44.611452,-75.169535,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",59,NA,"We do not notice any damage to the tree.",NA,"14_Sugar Maple_44.611452_-75.169535_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_59"
"1144",1144,"09/26/2016 - 9:27am",NA,NA,17,2016-09-26,"9/26/16",270,"Fall","Sugar Maple",44.611465,-75.169554,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",23,NA,"nope",NA,"17_Sugar Maple_44.611465_-75.169554_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_23"
"1145",1145,"10/11/2016 - 8:48am",NA,NA,78,2016-10-11,"10/11/16",285,"Fall","Sugar Maple",44.7,-74.5,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",54,NA,"Maple moth cutter put holes in the leaves",NA,"78_Sugar Maple_44.7_-74.5_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_54"
"1146",1146,"10/11/2016 - 8:37am",NA,NA,76,2016-10-11,"10/11/16",285,"Fall","Sugar Maple",44.679477,-74.54555,"Yes","School lawn","Open (more than 5hr per day of direct sun)",22,NA,"mapple leaf cuutter moth",NA,"76_Sugar Maple_44.679477_-74.54555_Yes_School lawn_Open (more than 5hr per day of direct sun)_22"
"1147",1147,"11/01/2016 - 9:17am",NA,NA,77,2016-11-01,"11/1/16",306,"Fall","Sugar Maple",44.67984,-74.545544,"No","School lawn","Open (more than 5hr per day of direct sun)",13,NA,"Two frost cracks/ holes in the leaves",NA,"77_Sugar Maple_44.67984_-74.545544_No_School lawn_Open (more than 5hr per day of direct sun)_13"
"1148",1148,"01/19/2017 - 1:45pm",NA,NA,254,2017-01-19,"1/19/17",19,"Fall","Sugar Maple",44.3614,-75.2069,"Yes","School lawn","Open (more than 5hr per day of direct sun)",55,NA,"None","surrounded by weak trees .","254_Sugar Maple_44.3614_-75.2069_Yes_School lawn_Open (more than 5hr per day of direct sun)_55"
"1149",1149,"09/29/2016 - 11:07am",NA,NA,NA,2016-09-29,"9/29/16",273,"Fall","Silver Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,NA,"1 limb about cut in half","Its not very big and her name is Goerge of the forest she is 32 and single","NA_Silver Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA"
"1150",1150,"01/19/2017 - 1:45pm",NA,NA,252,2017-01-19,"1/19/17",19,"Fall","Sugar Maple",44.36269,-75.203391,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",16,NA,"none",NA,"252_Sugar Maple_44.36269_-75.203391_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_16"
"1151",1151,"01/19/2017 - 1:45pm",NA,NA,253,2017-01-19,"1/19/17",19,"Fall","Sugar Maple",44.363453,-75.203058,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",4,NA,"Still rotting.",NA,"253_Sugar Maple_44.363453_-75.203058_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_4"
"1152",1152,"01/19/2017 - 1:48pm",NA,NA,251,2017-01-19,"1/19/17",19,"Fall","Sugar Maple",44.362694,-75.203534,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",19,NA,"damaged leaves",NA,"251_Sugar Maple_44.362694_-75.203534_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_19"
"1153",1153,"01/19/2017 - 1:57pm",NA,NA,255,2017-01-19,"1/19/17",19,"Fall","Sugar Maple",44.362627,-75.203523,"Yes","School paved area","Shaded (less than 2hr per day of direct sun)",14,NA,"The leaves are brown coloration.","We named our tree Leavi Rellows because it had leaves and we put our lasts names together.","255_Sugar Maple_44.362627_-75.203523_Yes_School paved area_Shaded (less than 2hr per day of direct sun)_14"
"1154",1154,"02/01/2017 - 1:03pm",NA,NA,245,2017-02-01,"2/1/17",32,"Fall","Sugar Maple",44.360568,-75.201484,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",16,NA,"none","We named our tree Teresa.","245_Sugar Maple_44.360568_-75.201484_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_16"
"1155",1155,"02/01/2017 - 2:44pm",NA,NA,349,2017-02-01,"2/1/17",32,"Fall","Sugar Maple",44.361288,-75.202854,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",8,NA,"none","ARE TREE IS MARGETT TREELONG","349_Sugar Maple_44.361288_-75.202854_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_8"
"1156",1156,"09/29/2016 - 11:07am",NA,NA,NA,2016-09-29,"9/29/16",273,"Fall","Sugar Maple",44.62398,-75.407069,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",10,NA,NA,"the trees name is cuttypie","NA_Sugar Maple_44.62398_-75.407069_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_10"
"1157",1157,"02/01/2017 - 1:05pm",NA,NA,243,2017-02-01,"2/1/17",32,"Fall","Sugar Maple",44.361642,-75.200735,"No","School lawn","Open (more than 5hr per day of direct sun)",11,NA,"No","5 tap holes, the name of our tree is King Syrup","243_Sugar Maple_44.361642_-75.200735_No_School lawn_Open (more than 5hr per day of direct sun)_11"
"1158",1158,"02/01/2017 - 1:12pm",NA,NA,241,2017-02-01,"2/1/17",32,"Fall","Sugar Maple",44.361365,-75.200554,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",47,NA,"none",NA,"241_Sugar Maple_44.361365_-75.200554_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_47"
"1159",1159,"02/01/2017 - 1:04pm",NA,NA,242,2017-02-01,"2/1/17",32,"Fall","Sugar Maple",44.3,-75.2,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",33,NA,"No diesease","we name are tree gummy.","242_Sugar Maple_44.3_-75.2_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_33"
"1160",1160,"09/29/2016 - 11:07am",NA,NA,NA,2016-09-29,"9/29/16",273,"Fall","Red Maple",NA,NA,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",8,NA,NA,"Bailey is her name","NA_Red Maple_NA_NA_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_8"
"1161",1161,"02/01/2017 - 2:44pm",NA,NA,246,2017-02-01,"2/1/17",32,"Fall","Sugar Maple",44.2142,-75.1211,"No","School lawn","Partially Shaded (2-5hr per day of direct sun)",4,NA,"partially dead","Bailey is her name","246_Sugar Maple_44.2142_-75.1211_No_School lawn_Partially Shaded (2-5hr per day of direct sun)_4"
"1162",1162,"02/01/2017 - 2:43pm",NA,NA,247,2017-02-01,"2/1/17",32,"Fall","Sugar Maple",44.362036,-75.204409,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",16,NA,"catipillars","named the tree branches","247_Sugar Maple_44.362036_-75.204409_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_16"
"1163",1163,"02/01/2017 - 2:39pm",NA,NA,250,2017-02-01,"2/1/17",32,"Fall","Sugar Maple",44.36131,-75.202924,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",8,NA,"Heathy","named the tree branches","250_Sugar Maple_44.36131_-75.202924_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_8"
"1164",1164,"11/22/2016 - 9:05am",NA,NA,263,2016-11-22,"11/22/16",327,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",29,NA,"None to be found","roots coming out  of the ground","263_Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_29"
"1165",1165,"11/22/2016 - 9:07am",NA,NA,264,2016-11-22,"11/22/16",327,"Fall","Norway Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",14,NA,"mold around the outside","we name are tree gummy.","264_Norway Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_14"
"1166",1166,"11/22/2016 - 9:06am",NA,NA,266,2016-11-22,"11/22/16",327,"Fall","Norway Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",31,NA,"moss","it was taped,very healthy,and its name is koby jr","266_Norway Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_31"
"1167",1167,"09/30/2016 - 2:22pm",NA,NA,43,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.611236,-75.169032,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",46,NA,"none","are tree is very healthy and we tap it for maple syrup .the tree is starting to lose less then 10 percent of its leafs and are tree name is beckam","43_Sugar Maple_44.611236_-75.169032_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_46"
"1168",1168,"09/30/2016 - 8:35am",NA,NA,4,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.61138,-75.169582,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",23,NA,"limb on the tree is dead","It has likens and moss,it also has been saped","4_Sugar Maple_44.61138_-75.169582_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_23"
"1169",1169,"09/30/2016 - 8:38am",NA,NA,9,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.611449,-75.169515,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",35,NA,NA,"her name is macey jamica","9_Sugar Maple_44.611449_-75.169515_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_35"
"1170",1170,"09/30/2016 - 10:54am",NA,NA,22,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.611465,-75.169554,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",32,NA,"no","The name of our tree is called Fredic.","22_Sugar Maple_44.611465_-75.169554_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_32"
"1171",1171,"09/30/2016 - 10:52am",NA,NA,26,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.611458,-75.160593,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",39,NA,"none","the trees name is kyrdan","26_Sugar Maple_44.611458_-75.160593_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_39"
"1172",1172,"09/30/2016 - 11:33am",NA,NA,36,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.611451,-75.16559,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",53,NA,"none",NA,"36_Sugar Maple_44.611451_-75.16559_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_53"
"1173",1173,"09/30/2016 - 11:33am",NA,NA,37,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.611433,-75.169584,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",47,NA,"broken limbs","it has a nice big crown.it has moss ans likeon. Name:Bold Ruler","37_Sugar Maple_44.611433_-75.169584_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_47"
"1174",1174,"09/30/2016 - 2:21pm",NA,NA,42,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.611236,-75.169032,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",44,NA,"none",NA,"42_Sugar Maple_44.611236_-75.169032_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_44"
"1175",1175,"11/22/2016 - 1:25pm",NA,NA,261,2016-11-22,"11/22/16",327,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",12,NA,"none","There were taples","261_Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_12"
"1176",1176,"11/22/2016 - 9:04am",NA,NA,261,2016-11-22,"11/22/16",327,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",41,NA,NA,NA,"261_Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_41"
"1177",1177,"11/04/2016 - 12:11pm",NA,NA,262,2016-11-04,"11/4/16",309,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",13,NA,NA,"tap holes","262_Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_13"
"1178",1178,"11/22/2016 - 12:03pm",NA,NA,262,2016-11-22,"11/22/16",327,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",3,NA,"dead leaves",NA,"262_Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_3"
"1179",1179,"11/22/2016 - 9:12am",NA,NA,262,2016-11-22,"11/22/16",327,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",12,NA,NA,NA,"262_Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_12"
"1180",1180,"11/04/2016 - 12:12pm",NA,NA,263,2016-11-04,"11/4/16",309,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",29,NA,"lichen,guls","The leaf","263_Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_29"
"1181",1181,"11/04/2016 - 8:25am",NA,NA,263,2016-11-04,"11/4/16",309,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",29,NA,NA,NA,"263_Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_29"
"1182",1182,"11/22/2016 - 1:28pm",NA,NA,263,2016-11-22,"11/22/16",327,"Fall","Sugar Maple",44.774797,-74.098729,"Yes","School lawn","Open (more than 5hr per day of direct sun)",29,NA,"fungi, and dead lims.",NA,"263_Sugar Maple_44.774797_-74.098729_Yes_School lawn_Open (more than 5hr per day of direct sun)_29"
"1183",1183,"11/04/2016 - 8:26am",NA,NA,264,2016-11-04,"11/4/16",309,"Fall","Norway Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",14,NA,"none",NA,"264_Norway Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_14"
"1184",1184,"11/22/2016 - 1:27pm",NA,NA,264,2016-11-22,"11/22/16",327,"Fall","Norway Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",54,NA,NA,"Tapped in previous seasons","264_Norway Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_54"
"1185",1185,"11/04/2016 - 12:12pm",NA,NA,265,2016-11-04,"11/4/16",309,"Fall","Silver Maple",44.774797,-74.987787,"Yes","School lawn","Open (more than 5hr per day of direct sun)",25,NA,"moss","tap holes","265_Silver Maple_44.774797_-74.987787_Yes_School lawn_Open (more than 5hr per day of direct sun)_25"
"1186",1186,"11/22/2016 - 1:28pm",NA,NA,265,2016-11-22,"11/22/16",327,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",26,NA,"lichen, missing bark","Small amounts of Moss","265_Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_26"
"1187",1187,"11/04/2016 - 12:13pm",NA,NA,266,2016-11-04,"11/4/16",309,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",31,NA,"green fungus and holes in da leaves","very beautiful tree","266_Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_31"
"1188",1188,"11/04/2016 - 8:25am",NA,NA,266,2016-11-04,"11/4/16",309,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",32,NA,NA,NA,"266_Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_32"
"1189",1189,"11/04/2016 - 12:11pm",NA,NA,267,2016-11-04,"11/4/16",309,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",28,NA,"bark missing","none

","267_Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_28"
"1190",1190,"11/04/2016 - 8:26am",NA,NA,268,2016-11-04,"11/4/16",309,"Fall","Norway Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",26,NA,"mold, no visible disease

","never tapped","268_Norway Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_26"
"1191",1191,"11/22/2016 - 1:25pm",NA,NA,268,2016-11-22,"11/22/16",327,"Fall","Norway Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",14,NA,"none that are known of","tap holes","268_Norway Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_14"
"1192",1192,"11/04/2016 - 9:12am",NA,NA,268,2016-11-04,"11/4/16",309,"Fall","Red Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",15,NA,"none

","It is young.Not able to be properly tapped yet.","268_Red Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_15"
"1193",1193,"11/22/2016 - 1:48pm",NA,NA,268,2016-11-22,"11/22/16",327,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",15,NA,NA,"nope","268_Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_15"
"1194",1194,"11/04/2016 - 8:26am",NA,NA,NA,2016-11-04,"11/4/16",309,"Fall","Norway Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",8,NA,NA,NA,"NA_Norway Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_8"
"1195",1195,"09/30/2016 - 8:34am",NA,NA,1,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.610793,-75.170487,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",25,NA,"none",NA,"1_Sugar Maple_44.610793_-75.170487_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_25"
"1196",1196,"09/26/2016 - 9:28am",NA,NA,2,2016-09-26,"9/26/16",270,"Fall","Sugar Maple",44.611452,-75.169535,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",28,NA,NA,NA,"2_Sugar Maple_44.611452_-75.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_28"
"1197",1197,"09/30/2016 - 8:36am",NA,NA,3,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.611399,-75.169526,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",36,NA,"healthy tree",NA,"3_Sugar Maple_44.611399_-75.169526_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_36"
"1198",1198,"09/30/2016 - 2:23pm",NA,NA,10,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.606267,-75.167331,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",37,NA,"There are holes in this trees leaves",NA,"10_Sugar Maple_44.606267_-75.167331_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_37"
"1199",1199,"09/30/2016 - 10:53am",NA,NA,21,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.610277,-75.169802,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",25,NA,"Dead branch.",NA,"21_Sugar Maple_44.610277_-75.169802_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_25"
"1200",1200,"09/30/2016 - 10:51am",NA,NA,23,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.575389,-75.1361,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",6,NA,NA,NA,"23_Sugar Maple_44.575389_-75.1361_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_6"
"1201",1201,"09/30/2016 - 10:52am",NA,NA,25,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.611455,-75.169544,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",40,NA,"None",NA,"25_Sugar Maple_44.611455_-75.169544_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_40"
"1202",1202,"09/30/2016 - 10:52am",NA,NA,27,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.610527,-75.169689,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",43,NA,"none",NA,"27_Sugar Maple_44.610527_-75.169689_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_43"
"1203",1203,"09/30/2016 - 10:52am",NA,NA,28,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.611443,-75.16954,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",17,NA,"none",NA,"28_Sugar Maple_44.611443_-75.16954_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_17"
"1204",1204,"09/30/2016 - 10:53am",NA,NA,29,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.611203,-75.611903,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",12,NA,"none",NA,"29_Sugar Maple_44.611203_-75.611903_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_12"
"1205",1205,"09/30/2016 - 11:33am",NA,NA,29,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.61078,-75.116951,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",31,NA,"none","none","29_Sugar Maple_44.61078_-75.116951_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_31"
"1206",1206,"09/30/2016 - 11:33am",NA,NA,34,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.611236,-75.169032,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",39,NA,"none",NA,"34_Sugar Maple_44.611236_-75.169032_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_39"
"1207",1207,"09/30/2016 - 2:23pm",NA,NA,40,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.610247,-75.169787,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",34,NA,"Moss at bottom of trunk

Fungi tree leaning on ours

White spots on trunk of tree",NA,"40_Sugar Maple_44.610247_-75.169787_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_34"
"1208",1208,"09/30/2016 - 2:19pm",NA,NA,44,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.611459,-75.16959,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",48,NA,"none",NA,"44_Sugar Maple_44.611459_-75.16959_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_48"
"1209",1209,"09/30/2016 - 2:19pm",NA,NA,46,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.605492,-75.167624,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",47,NA,"none","surrounded by dead trees","46_Sugar Maple_44.605492_-75.167624_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_47"
"1210",1210,"09/30/2016 - 2:22pm",NA,NA,47,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.606298,-75.167596,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",35,NA,NA,NA,"47_Sugar Maple_44.606298_-75.167596_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_35"
"1211",1211,"09/30/2016 - 1:59pm",NA,NA,70,2016-09-30,"9/30/16",274,"Fall","Red Maple",44.56,-74.95,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",21,NA,"Yes, holes, missing branches",NA,"70_Red Maple_44.56_-74.95_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_21"
"1212",1212,"09/30/2016 - 2:21pm",NA,NA,45,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.605323,-75.167859,"No","School paved area","Partially Shaded (2-5hr per day of direct sun)",37,NA,NA,NA,"45_Sugar Maple_44.605323_-75.167859_No_School paved area_Partially Shaded (2-5hr per day of direct sun)_37"
"1213",1213,"09/30/2016 - 10:56am",NA,NA,24,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.611412,-75.169456,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",14,NA,"Some lost bark.(At the bottom of the trunk).",NA,"24_Sugar Maple_44.611412_-75.169456_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_14"
"1214",1214,"09/30/2016 - 2:24pm",NA,NA,48,2016-09-30,"9/30/16",274,"Fall","Sugar Maple",44.605362,-75.167645,"Yes","School lawn","Shaded (less than 2hr per day of direct sun)",35,NA,NA,"Name: Little Jimmy","48_Sugar Maple_44.605362_-75.167645_Yes_School lawn_Shaded (less than 2hr per day of direct sun)_35"
